7498,45,0
7497,53,0
7600,70,0
7608,54,2
7563,50,0
7616,75,5
7587,69,0
7497,58,0
7511,44,0
7455,79,4
7527,74,0
7508,72,0
7619,49,3
7571,72,0
7469,73,4
7555,54,0
7493,68,0
7547,61,0
7459,69,1
7559,73,0
7550,65,0
7453,64,1
7513,47,0
7582,47,0
7643,44,3
7583,67,0
7541,70,0
7507,71,0
7508,51,0
7526,79,0
7494,54,0
7551,43,0
7603,70,5
7594,43,0
7585,49,0
7470,58,1
7618,59,2
7612,71,5
7580,79,0
7612,48,3
7492,59,0
7637,66,2
7621,75,5
7501,50,0
7460,52,1
7526,43,0
7469,42,1
7531,63,0
7628,69,2
7461,73,4
7603,45,3
7649,50,2
7533,59,0
7487,41,0
7593,52,0
7492,69,0
7595,69,0
7619,58,2
7545,74,0
7494,52,0
7461,67,1
7639,51,2
7543,52,0
7526,47,0
7630,67,2
7587,61,0
7649,58,2
7625,71,5
7571,40,0
7496,46,0
7553,72,0
7591,75,0
7558,76,0
7564,63,0
7481,79,0
7650,74,5
7482,53,0
7635,70,5
7459,63,1
7570,47,0
7578,54,0
7569,41,0
7471,66,1
7573,70,1
7582,70,0
7532,47,0
7614,67,0
7528,61,0
7498,54,0
7465,77,4
7570,51,0
7634,69,2
7609,55,2
7591,57,0
7457,49,1
7623,62,2
7518,70,0
7560,67,0
7617,65,2
7590,66,0
7589,66,0
7590,72,0
7639,63,2
7503,50,0
7648,43,3
7529,71,0
7645,60,2
7648,42,3
7479,63,0
7480,42,0
7519,48,0
7620,64,2
7467,48,1
7607,62,2
7520,48,0
7505,57,0
7532,44,0
7597,80,0
7519,71,0
7576,47,0
7569,41,0
7504,57,0
7570,64,0
7478,65,0
7524,69,0
7512,42,0
7565,43,0
7459,75,4
7616,62,2
7593,60,0
7609,46,3
7603,72,5
7575,67,0
7500,72,0
7632,66,2
7516,76,0
7566,72,0
7463,52,1
7459,45,1
7479,46,0
7517,72,0
7611,63,2
7540,41,0
7501,77,0
7487,72,0
7554,71,0
7509,65,0
7529,53,0
7522,78,0
7615,41,3
7629,77,5
7560,45,0
7465,63,1
7524,56,0
7527,78,0
7489,65,0
7517,69,0
7582,47,0
7551,62,0
7627,49,3
7450,56,1
7599,62,0
7604,55,2
7559,72,0
7534,60,0
7601,51,2
7525,69,0
7558,71,0
7540,46,0
7459,62,1
7503,50,0
7541,71,0
7598,63,0
7519,40,0
7595,59,0
7528,45,0
7568,59,0
7466,62,1
7623,67,2
7643,41,3
7571,76,0
7507,55,0
7542,75,0
7539,70,0
7594,66,0
7558,51,0
7630,49,3
7562,69,0
7460,48,1
7608,63,2
7640,41,3
7519,57,0
7489,79,0
7485,47,0
7469,44,1
7581,47,2
7571,53,0
7623,71,0
7549,57,0
7547,67,0
7619,40,3
7506,79,0
7597,52,0
7581,80,0
7462,77,4
7473,54,1
7513,51,0
7483,71,0
7522,75,0
7594,73,0
7546,51,0
7647,71,5
7597,50,0
7450,59,1
7552,51,0
7570,78,0
7593,48,0
7553,48,0
7611,60,2
7486,50,0
7585,79,0
7472,47,1
7454,51,0
7473,66,1
7599,79,0
7649,64,2
7563,66,0
7483,72,0
7642,72,5
7541,75,0
7528,47,0
7511,72,0
7614,48,3
7582,80,0
7464,40,1
7621,42,3
7604,74,5
7541,74,0
7609,64,2
7528,70,0
7491,79,0
7563,70,0
7552,44,0
7551,64,0
7632,74,5
7539,77,0
7583,50,0
7544,49,0
7460,50,1
7538,78,0
7588,60,0
7533,44,0
7604,56,2
7642,77,5
7609,76,5
7541,60,0
7484,40,0
7487,70,0
7562,79,0
7453,49,1
7643,76,5
7505,49,0
7608,54,2
7632,70,5
7453,80,4
7471,66,1
7532,64,0
7616,59,2
7508,50,0
7580,47,0
7493,43,0
7572,70,0
7599,53,0
7453,75,4
7554,79,0
7588,76,0
7501,41,0
7601,52,2
7463,70,0
7464,40,1
7524,64,0
7450,56,1
7543,71,0
7614,46,3
7492,70,0
7481,43,0
7483,47,0
7474,78,4
7625,48,3
7589,69,0
7480,72,0
7601,64,2
7635,68,2
7565,75,0
7585,66,0
7529,67,0
7617,62,2
7600,59,0
7462,58,1
7598,73,0
7468,44,1
7646,68,2
7548,68,0
7598,52,0
7555,44,0
7500,71,0
7565,57,0
7549,60,0
7500,71,0
7639,55,2
7582,71,0
7610,79,5
7623,54,2
7553,40,0
7568,57,0
7514,71,0
7625,78,5
7601,51,2
7523,47,0
7636,42,3
7466,78,4
7629,70,5
7466,67,1
7599,67,0
7631,57,0
7537,75,0
7462,78,0
7636,70,5
7557,54,0
7579,45,0
7490,60,0
7617,75,5
7607,63,2
7640,66,2
7502,45,0
7567,63,0
7506,79,0
7560,58,0
7628,64,2
7572,75,0
7601,55,2
7602,45,0
7610,62,2
7537,80,0
7506,63,0
7538,58,0
7615,64,2
7455,41,1
7484,65,0
7513,73,0
7460,47,1
7480,48,0
7551,75,0
7590,69,0
7625,49,3
7473,78,4
7572,71,0
7481,76,0
7459,59,1
7617,64,2
7627,65,2
7515,44,0
7633,47,3
7644,71,5
7563,52,0
7551,66,0
7573,40,0
7525,66,0
7566,70,0
7545,74,0
7542,54,0
7546,69,0
7558,45,0
7493,53,0
7555,64,0
7485,66,3
7535,70,0
7637,64,2
7595,57,0
7643,50,2
7515,77,0
7572,52,0
7634,55,2
7495,50,0
7518,79,0
7493,75,0
7641,47,3
7615,47,3
7519,41,0
7530,44,0
7492,59,0
7601,80,5
7640,76,5
7620,60,2
7548,58,0
7492,44,0
7491,70,0
7610,58,2
7631,41,3
7484,47,0
7579,65,0
7477,80,0
7489,49,0
7481,48,0
7492,65,0
7578,78,0
7607,76,5
7511,57,0
7523,58,0
7526,48,0
7503,63,0
7577,72,0
7492,46,0
7581,42,0
7543,73,0
7610,79,5
7456,78,4
7484,76,0
7632,76,5
7638,64,2
7553,72,0
7572,47,0
7582,72,0
7539,54,0
7465,80,4
7548,45,0
7545,40,0
7576,48,0
7522,76,0
7539,71,0
7461,42,1
7548,44,0
7534,57,0
7646,52,2
7610,79,5
7475,74,0
7466,44,1
7460,77,4
7526,72,0
7455,58,1
7618,41,3
7528,52,0
7521,72,0
7474,59,1
7574,68,0
7524,49,0
7500,46,0
7454,78,4
7616,78,5
7454,77,4
7562,76,0
7533,76,0
7605,47,3
7469,72,4
7489,69,0
7457,74,4
7569,51,0
7506,45,0
7607,79,5
7496,80,0
7567,69,0
7500,72,0
7650,80,5
7542,42,0
7475,40,0
7486,61,0
7613,50,2
7576,59,0
7569,45,0
7518,56,0
7628,43,3
7474,64,1
7499,54,0
7615,47,3
7585,61,0
7615,52,2
7637,72,5
7512,51,0
7619,47,3
7538,70,0
7508,62,0
7557,65,0
7577,51,0
7647,46,0
7573,71,0
7587,76,0
7597,73,0
7648,79,5
7583,71,0
7499,76,0
7623,59,2
7566,73,0
7573,70,0
7629,50,2
7607,40,3
7558,47,0
7557,53,0
7564,68,0
7462,58,1
7591,64,0
7521,63,0
7582,49,0
7480,76,0
7622,41,3
7500,76,0
7650,40,0
7519,77,0
7607,60,2
7475,54,0
7555,59,0
7595,76,0
7595,74,0
7514,42,0
7479,67,0
7578,79,0
7513,75,0
7480,48,0
7470,66,1
7631,59,2
7610,58,2
7506,47,0
7512,57,0
7562,75,0
7599,76,0
7559,74,0
7600,50,0
7497,73,0
7569,52,0
7590,77,0
7452,61,1
7536,55,0
7614,41,3
7504,67,0
7465,63,1
7562,79,0
7486,64,0
7604,76,5
7470,77,0
7595,75,0
7618,62,2
7562,50,0
7470,64,1
7486,76,0
7475,60,0
7594,53,0
7551,69,0
7591,56,0
7570,47,0
7546,64,0
7641,62,2
7487,55,0
7593,72,0
7573,43,0
7592,50,0
7539,66,0
7510,64,0
7543,76,0
7454,44,1
7630,59,2
7636,77,5
7549,59,0
7567,77,0
7606,57,2
7626,54,2
7485,79,0
7594,57,0
7461,55,1
7575,43,0
7579,57,0
7453,67,1
7593,54,0
7628,62,2
7481,70,0
7477,44,0
7559,52,0
7604,71,5
7637,80,5
7570,47,0
7489,57,0
7600,57,0
7563,75,0
7599,45,0
7526,55,0
7553,70,0
7612,55,0
7483,65,0
7581,77,0
7497,52,0
7602,65,2
7594,43,0
7526,69,0
7635,59,2
7593,64,0
7545,69,0
7490,43,0
7502,47,0
7593,49,0
7533,79,0
7477,59,0
7587,43,0
7624,75,5
7528,73,0
7497,68,0
7471,76,4
7603,56,2
7586,69,0
7618,42,3
7560,60,0
7511,58,0
7496,59,0
7630,59,2
